name,meaning,gender,origin
Sebastiana,feminine form of Sebastiano (revered),F,Italian
Sebastiano,Spanish form of Sebastian revered,M,Spanish
Sebastien,Revered.,M,French
Sebastyn,Honoured above all others,M,Latin
Sebert,Glory at sea,M,English
Sebestyen,revered,M,Hungarian
Sebille,a fairy,F,Arthurian
Sebille,A fairy,F,Arthurian Legend
Seble Wengel,Amharic and Tigrinya of Ethiopia name meaning &quot;harvest of the New Testament.&quot;,F,African
Secg,Swordsman,M,English
Secgwic,From the sword grass place,M,English
Sechet,myth name,F,Egyptian
Seda,silk,F,Chamoru
Sedge,Swordsman,M,English
Sedgeley,From the swordsman's meadow,M,English
Sedgewic,from the sword grass place,M,English
Sedgewick,From the sword grass place,M,English
Sedgewik,From the sword grass place,M,English
Seely,from the happy meadow,M,English
Seentahna,Strangth and courage.,F,Indian
Seeton,From the farm by the sea,M,English
Sefton,From Sefton,M,English
Sefu,Swahili name meaning &quot;sword.&quot;,M,African
Sefu,sword,M,Egyptian
Segar,Seaman,M,English
Segenam,Algonquin name meaning &quot; lazy.&quot;,M,Native
Segenam,Lazy (Algonquin),M,Native American
Seger,seaman,M,English
Segulah,Precious,F,Hebrew
Segunda,Born second,F,Spanish
Segundo,Born second,M,Spanish
Seif,sword (of religion),M,Arabic
Seif Al Din,sword of the faith,M,Arabic
Seignour,Lord of the manor,M,French
Seiji,lawful; manages affairs of state,M,Japanese
Sein,Innocent,M,Spanish
Seina,Innocent,F,Spanish
Seireadan,Untamed,M,Irish
Sekai,Popular Zimbabwe name meaning &quot;laughter.&quot;,F,African
Sekani,laughs,M,Egyptian
Sekhet,wife of Ptah,F,Egyptian
Sekou,Guinean name meaning &quot;learned.&quot;,M,African
Sela,Ewe of W. Africa unisexual name meaning &quot;savior.&quot;,F,African
Sela,Rock,F,Hebrew
Selam,Amharic and Tigrinya of Ethiopia unisexual name meaning &quot;peace.&quot;,F,African
Selamawit,Amharic and Tigrinya of Ethiopia name meaning &quot;she is peaceful.&quot;,F,African
Selassie,Amharic and Tigrinya of Ethiopia unisexual name meaning &quot;trinity.&quot; This name is most commonly used as a suffix, as in Haile Selassiee.,M,African
Selby,From the manor house,M,English
Selden,From the willow valley,M,English
Seldon,From the willow valley,M,English
Sele,Rock,F,Hebrew
Seleby,From the manor house,M,English
Selena,moon,F,Greek
Selena,Variant of Celine.,F,Spanish
Selene,Goddess of the Moon,F,Unknown
Seleta,Rock,F,Hebrew
Selig,Blessed,M,German
Selig,From the happy meadow,M,English
Selik,Blessed,M,German
Selima,Tranquil,F,Hebrew
Selma,Comely,F,Celtic
Selma,secure,F,Egyptian
Selvyn,Variant of Sylvanus referring to the mythological Greek god of trees.,M,English
Selwin,Friend at court,M,Anglo-Saxon
Selwin,Good friend,M,English
Selwine,Good friend,M,English
Selwyn,friend at court,M,Anglo
Selwyn,Friend at court,M,Anglo-Saxon
Selwyn,Good friend,M,English
Semadar,Berry,F,Hebrew
Semele,myth name (mother of Dionysus),F,Greek
Semira,From heaven,F,Hebrew
Sen,wood fairy,M,Japanese
Senalda,Sign,F,Spanish
Senapus,legend name,M,French
Senen,Gift from God,M,Hebrew
Sener,bringer of joy,M,Turkish
Sener,Fierce stronghold,M,Anglo-Saxon
Senet,Wise,M,French
Senghor,Senegal and Gambia name meaning &quot;descendent of the gods.&quot;,M,African
Senior,Lord of the manor,M,French
Senna,,F,Unknown
Senna,,M,Holland
Sennet,Wise,M,French
Senon,Lively,M,Spanish
Senona,Lively,F,Spanish
Senora,Chamoru Spanish, &quot;lady.&quot;,F,Chamoru
Senta,Assistant,F,German
Sente,Assistant,F,German
Senusnet,name of a pharaoh,M,Egyptian
Seoirse,farmer,M,Greek
Seorus,farmer,M,Gaelic
Seosaimhin,Fertile,F,Irish
Seosaimhthin,Fertile,F,Irish
Seosamh,God will multiply,M,Hebrew
Seosamh,He shall add,M,Gaelic
Seosaph,God will multiply,M,Hebrew
Sepp,short form of Joseph,M,Swiss
Seppanen,surname meaning &quot;smith&quot;,M,Finnish
Sept,meaning unknown,M,Egyptian
Serafim,An angel like being of a lower order,M,Hebrew
Serafin,An angel like being of a lower order,M,Hebrew
Serafin,Seraph,M,Spanish
Serafina,from the seraph,F,Italian
Serafina,Seraph,F,Spanish
Serafine,Burning fire,F,Hebrew
Seraphim,An angel like being of a lower order,M,Hebrew
Seraphim,seraph,M,Hebrew
Seraphina,burning fire,F,Hebrew
Seraphine,Burning fire,F,Hebrew
Serapis,myth name (another name for Apis),M,Egyptian
Serban,,M,Romanian
Serban,meaning unknown,M,Romanian
Serefina,Burning fire,F,Hebrew
Seren,Star,F,Welsh
Serena,serene,F,Italian
Serena,Serene,F,Spanish
Serena,sunlight; sunshine,M,Chamoru
Serenata,Chamoru Spanish, &quot;serenade; evening music.&quot;,F,Chamoru
Serenity,peaceful disposition,F,Unknown
Serhild,Armored battle maiden,F,German
Serhilda,Armored battle maiden,F,German
Serihilda,Armored battle maiden,F,German
Serihilde,Armored battle maiden,F,German
Serilda,Armored battle maiden,F,German
Serilda,armored battle-maid,F,German
Serpuhi,holy,F,Armenian
Serq,myth name (another form of Isis),F,Egyptian
Set,Compensation,M,Hebrew
Set,myth name (son of Seb and Nut),M,Egyptian
Setanta,myth name (son of Sualtam),M,Celtic
Setanta,Mythical son of Sualtam,M,Celtic
Seth,Anointed,M,Hebrew
Seth,myth name (murdered Osiris),M,Egyptian
Sethos,name of a prince,M,Egyptian
Seton,From the farm by the sea,M,English
Settarra,Beloved,F,French
Seumas,supplanter,M,Gaelic
Sever,Fierce stronghold,M,Anglo-Saxon
Severi,legend name,M,Finnish
Severin,Boundary,M,English
Severin,Strict: restrained. A saint's name.,M,French
Severn,Strict: restrained. Surname.,M,English
Severne,Strict: restrained. Surname.,M,English
Severo,Strict: restrained.,M,Spanish
Sevilin,beloved,M,Turkish
Sevin,Very Beautiful,F,Unknown
Sevrin,Strict: restrained. A saint's name.,M,French
Sevti,white rose,F,Indian
Sevy,,M,Spanish
Sewald,Sea powerful,M,English
Sewall,Sea powerful,M,English
Seward,guards the coast,M,Anglo
Seward,Guards the coast,M,Anglo-Saxon
Seward,Sea guardian,M,English
Sewati,Curved bear claw (Miwok),M,Native American
Sewati,Miwok name meaning &quot; curved bear claw.&quot;,M,Native
Sewell,sea powerful,M,English
Sexton,meaning unknown,M,English
Seyane,Combination of Samantha-Ian.,F,Unknown
Seymour,From St. Maur,M,French
Seymour,tailor,M,English
Shaaban,eight lunar month,M,Arabian
Shaan,Peaceful.,M,Hebrew
Shabab,youth,M,Arabian
Shabaka,name of a king,M,Egyptian
Shace,,F,Unknown
Shad,Short form of the Biblical Shadrach: one of three young Hebrew men who survived being cast into a fiery furnace.,M,English
Shada,Pelican,F,Native American
Shadd,Short form of the Biblical Shadrach: one of three young Hebrew men who survived being cast into a fiery furnace.,M,English
Shaddoc,Shad fish,M,English
Shaddock,Shad fish,M,English
Shadha,aromatic,F,Arabic
Shadi,Navajo name meaning &quot; older sister.&quot;,F,Native
Shadi,singer,M,Arabic
Shadia,She sings: Beatiful voice.,F,Arabic
Shadiyah,singer,F,Arabic
Shadoe,Short form of the Biblical Shadrach: one of three young Hebrew men who survived being cast into a fiery furnace.,M,English
Shadrach,In the bible Shadrach was one of three young Hebrew men who survived being cast into a fiery furnace.,M,Hebrew
Shadwell,From the shed spring,M,English
Shae,Variant of Shea courteous.,M,Irish
Shaela,From the fairy palace,F,Celtic
Shaeleigh,,F,Unknown
Shaelynn,Descendant of the fortunate one. Variant of Shea.,F,Irish
Shafiq,compassionate; tender,M,Arabic
Shahana,,F,Indian
Shaheen,white falcon,M,Arabian
Shahrazad,teller of &quot;Tales of 1,001 Nights&quot;,F,Arabic
Shai,Variant of Shea courteous.,M,Irish
Shaibya,myth name (faithful wife),F,Indian
Shailey,Unknown,F,Unknown
Shaiming,sunshine,M,Chinese
Shain,Variant of Shaun from John.,M,Irish
Shaina,Beautiful.,F,Hebrew
Shaine,Variant of Shaun from John.,M,Irish
Shaithis,meaning unknown,M,Romanian
Shakeh,meaning unknown,F,Armenian
Shaker,thankful,M,Arabian
Shakini,myth name (a demon),F,Indian
Shakir,grateful,M,Arabic
Shakir,grateful,M,Egyptian
Shakira,,F,Unknown
Shaku,Grateful,M,Arabic
Shalene,,F,Unknown
Shalom,Peaceful,M,Hebrew
Shalott,land of Astolet,F,Arthurian
Shalott,Land of Astolet,F,Arthurian Legend
Shamay,,F,French
Sha-Mia,To be of high spirit.,F,African
Shamika,Loving and kind. Love attention but can be shy. Very beautiful.,F,African American
Shamra,Ready for battle.,F,Arabic
Shamus,Supplanter,M,Irish
Shan,coral,F,Chinese
Shan,Variant of Shaun from John.,M,Irish
Shanahan,Wise one,M,Irish
Shanaye,Beautiful one from a fairy palace.,F,Irish
Shandley,From the loud meadow,M,English
Shandon,Variant of Shaun from John.,M,Irish
Shandy,Boisterous,M,English
Shandy,Variant of Shaun from John.,M,Irish
Shane,Gift from God,M,Hebrew
Shane,Variant of Shaun from John.,M,Irish
Shani,Swahili name meaning &quot;marvelous.&quot;,F,African
Shani,wonderful,F,Egyptian
Shania,,F,Native American
Shanika,"Vibrant, cheerful.",F,English
Shaniyah,Pretty as a blooming blossom.,F,Grenadian
Shanley,Old hero,M,Irish
Shann,Variant of Shaun from John.,M,Irish
Shanna,,F,Irish
Shannen,Longest river in Ireland. Alternate Spelling: Shannon.,F,Irish
Shannon,Little old wise one,M,Irish
Shanta,meaning unknown,F,Indian
Shantae,Beautifull woman filling with her beauty,F,Africa
Shapa,cursed,F,Indian
Sharada,lute,F,Indian
Sharaden,Unknown,F,Unknown
Sharama,myth name (dog of dawn),F,Indian
Sharanya,,F,Unknown
Sharayah,Friend.,F,Hebrew
Shareef,Variant of Sharif Illustrious.,M,Arabic
Shareek,partner,M,Arabian
Sharif,honest, noble,M,Arabian
Sharif,honest; noble,M,Arabic
Sharif,Illustrious. A name of descendants of Mohammed.,M,Arabic
Sharifa,respected,F,Egyptian
Sharifah,Noble,F,Arabic
Sharlene,Feminine variant of Charles meaning manly,F,English
Sharmila,Blissful one.,F,Sanskrit
Sharni,Plain of many roses,F,Irish
Sharnta,To sing or cheer.,F,French
Sharon,From the land of Sharon,F,Hebrew
Sharongila,Unknown,F,African American
Sharufa,Swahili and Somali name meaning &quot;distinguished&quot; and &quot;outstanding.&quot;,F,African
Shashi,moon,F,Indian
Shasti,myth name (goddess of childbirth),F,Indian
Shattuck,Shad fish,M,English
Shattuck,shad-fish,M,English
Shauden,Variant of John from Sean.,M,Irish
Shaughn,Variant of John from Sean.,M,Irish
Shaun,Variant of John from Sean.,M,Irish
Shauna,Present,F,Irish
Shaundre,Variant of John from Sean.,M,Irish
Shaunta,Pretty.,F,Unknown
Shauntia,She walks with the sun.,F,Swahili
Shavana,Variant of Shivani. Hindu God Shiva.,F,Hindu
Shaw,From the shady grove,M,English
Shaw,Surname.,M,Irish
Shaw,Terse,M,Scottish
Shawe,Terse,M,Scottish
Shawn,From the shady grove,M,English
Shawn,Present,F,Irish
Shawn,Variant of John from Sean.,M,Irish
Shawna,Variant of Shaun.,F,Celtic
Shawnasea,Unknown,F,Unknown
Shawnessey,"Taken from an Irish last name, OShaugnessy.",M,Irish
Shawnette,Beautiful intellgent flower.,F,American
Shawnita,Blue diamond.,F,American
Shawnn,Variant of John from Sean.,M,Irish
Shawntel,Singer,F,French
Shay,Variant of Shea courteous. Surname.,M,Irish
Shayan,Variant of Shea courteous.,M,Irish
Shayde,Variant of masculine Shade.,F,Unknown
Shaye,Variant of Shea courteous.,M,Irish
Shayla,Fairy,F,Celtic
Shaylee,Variant of Shay. A gift. From the fairy fort.,F,Unknown
Shay-Lee,Little fairy from over the hill.,F,Unknown
Shayleigh,Fairy Princess,F,Celtic
Shaylon,Variant of Shea courteous.,M,Irish
Shaylynn,,F,Unknown
Shayna,Pretty girl. Variant of Shane.,F,Yiddish
Shayne,Variant of Shaun from John.,M,Irish
Shayten,Falcon,M,Unknown
Shea,Majestic,M,Irish
Shealyn,Fairy palace or fairy place. Variant of Shea.,F,Irish
Sheary,Irish form of Geoffrey peace from God,M,Irish
Sheedy,Surname.,M,Irish
Sheehan,Little peaceful one,M,Irish
Sheelah,Irish form of Cecilia blind,F,Irish
Sheena,God's gift,F,Hebrew
Sheffield,From the crooked field,M,English
Sheila,Irish form of Cecilia blind,F,Irish
Sheilah,Music,F,Italian
Sheiling,From the summer pasture,M,Scottish
Sheiramoth,From heaven,F,Hebrew
Shekinah,The visible Glory of God,F,Unknown
Shelbi,From the sheltered farm.,F,Anglo-Saxon
Shelby,from the ledge farm,M,Anglo
Shelby,From the manor house Willow farm. English surname used more for girls than boys given names.,M,English
Shelby,Sheltered town,F,English
Shelden,Deep valley.,M,English
Sheldon,from the hill on the ledge,M,Anglo
Sheldon,From the hill on the ledge,M,Anglo-Saxon
Sheldon,From the shield farm,M,English
Shelley,&quot;From the ledge meadow.&quot; Variant, Shelly, exists.,F,Anglo
Shelley,from the edge meadow,F,English
Shelley,From the ledge meadow,F,Anglo-Saxon
Shelley,from the ledge meadow,M,Anglo
Shelley,From the ledge meadow,M,Anglo-Saxon
Shelley,From the ledge meadow,M,English
Shelly,From the ledge meadow,F,Anglo-Saxon
Shelny,From the ledge farm,M,Anglo-Saxon
Shelomo,Peaceful,M,Hebrew
Shelton,from the ledge farm,M,English
Shelton,From the ledge farm Deep valley.,M,English
Shem,Name: renown. In the bible Shem was firstnamed of Noah's three sons.,M,Hebrew
Shemariah,Protected by God,F,Hebrew
Shemus,Supplanter,M,Irish
Shen,spiritual; deep-thinking,M,Chinese
Shepard,Shepherd,M,Anglo-Saxon
Shepard,Shepherd,M,English
Shephard,shepherd,M,Anglo
Shephard,Shepherd,M,Anglo-Saxon
Shepherd,Shepherd,M,English
Shepley,From the sheep meadow,M,English
Sheply,from the sheep meadow,M,Anglo
Sheply,From the sheep meadow,M,Anglo-Saxon
Sheply,From the sheep meadow,M,English
Sherard,of glorious valor,M,Anglo
Sherard,Of glorious valor,M,Anglo-Saxon
Sherborne,from the clear brook,M,English
Sherbourn,From the clear brook,M,English
Sherbourne,From the clear brook,M,English
Sherburne,From the clear brook,M,English
Shereef,Variant of Sharif Illustrious.,M,Arabic
Sheridan,Bright.,M,English
Sheridan,Untamed,M,Celtic
Sheridan,Untamed,M,Irish
Sherif,Variant of Sharif Illustrious.,M,Arabic
Sherise,,F,Unknown
Sherlock,Blond,M,English
Sherman,cuts the nap of woolen cloth,M,English
Sherman,Cuts the nap of woolen cloth. Shireman In medieval times the shireman served as governor-judge of an English shire or county.,M,English
Sherman,shearman. In medieval times a shearman worked as a sheepshearer or finisher of cloth. Shermann,M,German
Shermarke,Somali name meaning &quot;one who brings good fortune.&quot;,M,African
Shermon,Variant of Sherman meaning shireman or shearman.,M,English
Shermon,Variant of Sherman meaning shireman or shearman.,M,German
Sheron,Irish form of Geoffrey,M,Irish
Sherrer,,F,Unknown
Sherri,From the white meadow,F,English
Sherry,from the white meadow,F,English
Sherry,From the white meadow. Variant of the French Cherie dear one: darling,F,English
Sherwin,quick as the wind,M,Anglo
Sherwin,Quick as the wind,M,Anglo-Saxon
Sherwin,Swift,M,English
Sherwood,From the bright forest,M,English
Sherwyn,Quick as the wind,M,Anglo-Saxon
Sherwyn,Swift,M,English
Sheshebens,Cheyenne name meaning &quot;small duck.&quot;,F,Native
Sheshebens,Small duck (Chippewa),F,Native American
Shet,compensation,M,Hebrew
Shey,Variant of Shea courteous.,M,Irish
Shiann,,F,Unknown
Shianna,,F,German
Shideezhi,Navajo name meaning &quot; younger sister.&quot;,F,Native
Shifra,Beautiful,F,Hebrew
Shihab,flame; blaze,M,Arabic
Shijo,meaning unknown,M,Japanese
Shika,deer,F,Japanese
Shikyna,Presence of God.,F,Hebrew
Shilah,Brother (Navajo),M,Native American
Shilah,Navajo name meaning &quot; brother.&quot;,M,Native
Shilo,The one to whom it belongs. In the bible Shiloh is a prophetic name for the Messiah: Also Shiloh is significant as the site of a crucial battle in the American Civil War.,M,Hebrew
Shiloh,The one to whom it belongs. In the bible Shiloh is a prophetic name for the Messiah: Also Shiloh is significant as the site of a crucial battle in the American Civil War.,M,Hebrew
Shima,Navajo name meaning &quot; mother.&quot;,F,Native
Shimasani,Navajo name meaning &quot; grandmother.&quot;,F,Native
Shimeka,"BEAUTIFUL PRINCESS.GOD BEAUTIFUL ANGEL,FAITH",F,English
Shim'on,Son of Simon,M,Hebrew
Shimshon,Bright sun,M,Hebrew
Shina,virtue; good,F,Japanese
Shing,victory,M,Chinese
Shini,To shine among all.,F,Indian
Shino,stem of bamboo,F,Japanese
Shinzaburo,meaning unknown,M,Japanese
Shipley,From the sheep meadow,M,English
Shipton,From the sheep farm,M,English
Shira,Tune,F,Hebrew
Shiri,Tune,F,Hebrew
Shiriki,Coyote (Pawnee),M,Native American
Shiriki,Pawnee name meaning &quot; coyote.&quot;,M,Native
Shirley,From the white meadow,F,English
Shiro,fourth son,M,Japanese
Shitala,(goddess of smallpox),F,Indian
Shiye,Navajo name meaning &quot; son.&quot; SHIZHE'E,M,Native
Shiye,Son (Navajo),M,Native American
Shizhe'e,Father (Navajo),M,Native American
Shk?,It is a big and a strong stone. Rock.,M,Albanian
Shoda,flat and level field,M,Japanese
Shoemowetochawcawe,High backed wolf (Cheyenne),M,Native American
Shoemowetochawcawewahcato,Cheyenne name meaning &quot; high-backed wolf.&quot;,M,Native
Shohn,Gift from God. Variant of John and Jean.,M,Irish
Sholto,teal duck,M,Gaelic
Shonn,Variant of John from Sean.,M,Irish
Shoshana,Lily,F,Spanish
Shoukran,thank you,M,Arabian
Shoushan,Armenian name for Susan (lily),F,Armenian
Shraddha,faithful,F,Indian
Shraga,light or candle TEVEL,M,Yiddish
Shreyas,,M,Sanskrit
Shri,wealthy,F,Indian
Shriya,,F,Indian
Shu,myth name (air),M,Egyptian
Shu Fang,kind; gentle and sweet,F,Chinese
Shuang,bright; clear; openhearted,F,Chinese
Shukura,grateful,F,Egyptian
Shulamit,Tranquil,F,Hebrew
Shuman,Hopi name meaning &quot; rattlesnake handler.&quot; SIHU,F,Native
Shuman,Rattlesnake handler (Hopi),F,Native American
Shunnar,Bird,M,Arabic
Shunnareh,Pleasant,F,Arabic
Shyam,dusky SKANDA,M,Indian
Shyann,"Variant of Shyanne, Cheyenne.",F,Unknown
Shyanna,Desert sun. Alternate Spelling: Cheyanne.,F,Unknown
Shyla,,F,American
Si,being a gentleman,M,Vietnamese
Siann,Gods gracious gift. Variant of Sian.,F,Welsh
Siannan,Alternate Spelling: Shannon.,F,Irish
Siany,Good health,F,Irish
Sibeal,Prophetess,F,Irish
Sibley,&quot;Friendly.&quot;,F,Anglo
Sibley,Fiendly,F,Anglo-Saxon
Sibley,friendly,M,Anglo
Sibley,oracle,F,Greek
Sibyla,Prophetess,F,French
Sicheii,Grandfather (Navajo),M,Native American
Sicheii,Navajo name meaning &quot; grandfather.&quot;,M,Native
Sid,Variant of Sidney from St. Denis,M,English
Sid,Variant of Sidney from St. Denis,M,French
Siddael,From the wide valley,M,English
Siddalee,"From the movie,",F,Unknown
Siddell,From the wide valley,M,English
Sidell,From the wide valley,M,English
Sidney,from Sidon,M,English
Sidney,from Sidon,M,Greek
Sidney,From St. Denis. Sidney is favored for boys: Sydney is almost entirely used for girls. Sydney,M,English
Sidney,From St. Denys,M,French
Sidon,woman of Sidonia. SIDRA, SIDERA, SIDERIA, SIDEREA,F,Latin
Sidonia,Captivates,F,Hebrew
Sidonia,Follower of Saint Denys,F,French
Sidonie,Captivates,F,Hebrew
Sidonie,Follower of Saint Denys,F,French
Sidra,Of the stars or star.,F,Roman
Sidwell,From the broad well,M,English
Sidwell,meaning unknown,M,Celtic
Siegfried,victorious,M,German
Siena,A town in Italy.,F,Unknown
Sienna,,F,Unknown
Sierra,Dark Feminine of Ciaran.,F,Irish
Sifiye,meaning unknown,M,Egyptian
